"Seq","Invoice No.","Invoice Date","Status","Bill-to","Bill-to Name","Ship-to","Ship-To Name","Order Type","Order No.","Order Date","Pieces*","Cartons*","Amount*`","Delivery Date","Cancel Date","Ship Via","Sales Order","Approval No.","Cxl/Void Date","Consolidator","Factor","Pick Ticket No.","Div/Dept/Class","Salesperson","Reference","Shipped Date","Store No","Must Arrive Date", 
"98","101760","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002837","IOWA, LA  (13)","EDI Order","IBRMP0130309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002211","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"99","101762","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002838","MINERAL WELLS, TX  (","EDI Order","IBRMP0140309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002212","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"100","101764","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002839","CORSICANA, TX  (15)","EDI Order","IBRMP0150309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002213","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"101","101766","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002840","CARROLLTON, KY  (16)","EDI Order","IBRMP0160309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002214","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"102","101768","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002841","LANCASTER, PA  (17)","EDI Order","IBRMP0170309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002215","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"103","101770","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002842","LEBANON, MO  (18)","EDI Order","IBRMP0180309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002216","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"104","101772","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002843","LIVINGSTON, TX  (19)","EDI Order","IBRMP0190309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002217","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"105","101774","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002844","HEMPSTEAD, TX  (20)","EDI Order","IBRMP0200309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002218","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"106","101776","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002845","HANSON, KY  (21)","EDI Order","IBRMP0210309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002219","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"107","101778","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002846","NEBRASKA CITY, NE  (","EDI Order","IBRMP0220309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002220","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"108","101780","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002847","ARCADIA, LA (23)","EDI Order","IBRMP0230309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002221","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"109","101782","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002848","STORY CITY, IA (24)","EDI Order","IBRMP0240309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002222","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"110","101784","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002849","WEST FRANKFORT, IL","EDI Order","IBRMP0250309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002223","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"111","101786","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002850","SAN MARCOS, TX (26)","EDI Order","IBRMP0260309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002224","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"112","101788","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002851","SUNRISE, FL (27)","EDI Order","IBRMP0270309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002225","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"113","101790","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002852","EL PASO, TX  (28)","EDI Order","IBRMP0280309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002226","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"114","101792","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002853","WESTBROOK, CT (29)","EDI Order","IBRMP0290309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002227","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"115","101794","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002854","EDINBURGH, IN  (30)","EDI Order","IBRMP0300309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002228","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"116","101796","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002856","TUSCOLA, IL  (32)","EDI Order","IBRMP0320309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002229","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"117","101798","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002857","ST. AUGUSTINE, FL  (","EDI Order","IBRMP0330309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002230","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"118","101800","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002858","KANSAS CITY,  KS  (3","EDI Order","IBRMP0340309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002231","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"119","101802","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002859","TUCSON, AZ  (35)","EDI Order","IBRMP0350309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002232","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"120","101804","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002860","CENTRALIA, WA (36)","EDI Order","IBRMP0360309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002233","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"121","101806","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002861","FOLEY, AL  (37)","EDI Order","IBRMP0370309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002234","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"122","101808","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002863","ELLENTON, FL  (39)","EDI Order","IBRMP0390309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002235","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"123","101810","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002865","BIRMINGHAM, AL (41)","EDI Order","IBRMP0410309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002236","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"124","101812","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002866","BIRCH RUN, MI (43)","EDI Order","IBRMP0430309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002237","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"125","101814","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002868","GURNEE, IL (45)","EDI Order","IBRMP0450309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002238","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"126","101816","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002869","ELIZABETH, NJ (46)","EDI Order","IBRMP0460309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002239","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"127","101818","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002870","LAKE ELSINORE (47)","EDI Order","IBRMP0470309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002240","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"128","101820","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002871","MYRTLE BEACH, SC (48","EDI Order","IBRMP0480309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002241","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"129","101822","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002872","ORLANDO, FL (49)","EDI Order","IBRMP0490309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002242","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"130","101824","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002873","NORTH BEND, WA  (52)","EDI Order","IBRMP0520309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002243","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"131","101826","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002874","BATESVILLE, MS (53)","EDI Order","IBRMP0530309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002244","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"132","101828","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002875","CALHOUN, GA   (54)","EDI Order","IBRMP0540309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002245","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"133","101830","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002876","GROVE CITY, PA (56)","EDI Order","IBRMP0560309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002246","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"134","101832","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002877","FINGER LAKES, NY (57","EDI Order","IBRMP0570309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002247","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"135","101834","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002878","BELLPORT, NY (58)","EDI Order","IBRMP0580309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002248","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"136","101836","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002879","BRANSON, MO (59)","EDI Order","IBRMP0590309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002249","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"137","101838","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002880","COMMERCE, GA (60)","EDI Order","IBRMP0600309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002250","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"138","101840","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002881","VERO BEACH, FL (61)","EDI Order","IBRMP0610309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002251","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"139","101842","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002883","GONZALES, LA (63)","EDI Order","IBRMP0630309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002252","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"140","101844","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002884","WILLIAMSBURG, IA (64","EDI Order","IBRMP0640309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002253","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"141","101846","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002885","REHOBOTH BEACH, DE (","EDI Order","IBRMP0650309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002254","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"142","101848","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002886","SIKESTON, MO (66)","EDI Order","IBRMP0660309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002255","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"143","101850","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002887","PIGEON FORGE, TN (67","EDI Order","IBRMP0670309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002256","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"144","101852","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002888","LaMARQUE, TX (68)","EDI Order","IBRMP0680309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002257","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"145","101854","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002889","BYRON, GA (69)","EDI Order","IBRMP0690309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002258","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"146","101856","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002890","LAS VEGAS, NV  (71)","EDI Order","IBRMP0710309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002259","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"147","101858","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002891","CONCORD, NC (72)","EDI Order","IBRMP0720309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002260","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"148","101860","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002892","MICHIGAN CITY, IN (7","EDI Order","IBRMP0730309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002261","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"149","101862","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002893","GRAPEVINE, TX (74)","EDI Order","IBRMP0740309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002262","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"150","101864","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002894","WILLIAMSBURG, VA (75","EDI Order","IBRMP0750309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002263","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"151","101866","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002895","BOISE, ID  (76)","EDI Order","IBRMP0760309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002264","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"152","101868","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002896","OSHKOSH, WI  (77)","EDI Order","IBRMP0770309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002265","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"153","101870","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002899","QUEENSTOWN, MD (81)","EDI Order","IBRMP0810309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002266","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"154","101872","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002901","SOUDERTON, PA (83)","EDI Order","IBRMP0830309","02/04/2014","24","4","78.00","02/10/2014","02/21/2014","CALL TO ROUTE","002267","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"155","101874","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002907","VF Outlet, Inc.","EDI Order","IBRMP0940309","02/04/2014","12","2","39.00","02/10/2014","02/21/2014","CALL TO ROUTE","002268","507268","","AVX","W","","PB-BI-ROM","AF","RGG136","","","",
"156","101739","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002826","READING, PA  (01)","EDI Order","NWSHS0010369","02/06/2014","42","7","252.00","02/10/2014","02/21/2014","CALL TO ROUTE","002269","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"157","101741","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002827","MONROEVILLE, AL  (02","EDI Order","NWSHS0020369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002270","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"158","101743","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002828","N. DARTMOUTH, MA  (0","EDI Order","NWSHS0030369","02/06/2014","36","6","216.00","02/10/2014","02/21/2014","CALL TO ROUTE","002271","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"159","101745","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002829","BOAZ, AL  (04)","EDI Order","NWSHS0040369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002272","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"160","101747","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002830","MESA, AZ  (05)","EDI Order","NWSHS0050369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002273","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"161","101749","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002831","SULPHUR SPRINGS, TX","EDI Order","NWSHS0070369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002274","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"162","101751","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002832","GRACEVILLE, FL  (08)","EDI Order","NWSHS0080369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002275","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"163","101753","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002833","DRAPER, UT  (09)","EDI Order","NWSHS0090369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002276","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"164","101755","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002834","TUPELO, MS  (10)","EDI Order","NWSHS0100369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002277","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"165","101757","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002835","UNION CITY, TN  (11)","EDI Order","NWSHS0110369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002278","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"166","101759","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002836","CROSSVILLE, TN  (12)","EDI Order","NWSHS0120369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002279","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"167","101761","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002837","IOWA, LA  (13)","EDI Order","NWSHS0130369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002280","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"168","101763","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002838","MINERAL WELLS, TX  (","EDI Order","NWSHS0140369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002281","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"169","101765","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002839","CORSICANA, TX  (15)","EDI Order","NWSHS0150369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002282","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"170","101767","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002840","CARROLLTON, KY  (16)","EDI Order","NWSHS0160369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002283","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"171","101769","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002841","LANCASTER, PA  (17)","EDI Order","NWSHS0170369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002284","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"172","101771","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002842","LEBANON, MO  (18)","EDI Order","NWSHS0180369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002285","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"173","101773","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002843","LIVINGSTON, TX  (19)","EDI Order","NWSHS0190369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002286","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"174","101775","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002844","HEMPSTEAD, TX  (20)","EDI Order","NWSHS0200369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002287","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"175","101777","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002845","HANSON, KY  (21)","EDI Order","NWSHS0210369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002288","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"176","101779","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002846","NEBRASKA CITY, NE  (","EDI Order","NWSHS0220369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002289","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"177","101781","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002847","ARCADIA, LA (23)","EDI Order","NWSHS0230369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002290","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"178","101783","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002848","STORY CITY, IA (24)","EDI Order","NWSHS0240369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002291","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"179","101785","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002849","WEST FRANKFORT, IL","EDI Order","NWSHS0250369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002292","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"180","101787","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002850","SAN MARCOS, TX (26)","EDI Order","NWSHS0260369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002293","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"181","101789","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002851","SUNRISE, FL (27)","EDI Order","NWSHS0270369","02/06/2014","36","6","216.00","02/10/2014","02/21/2014","CALL TO ROUTE","002294","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"182","101791","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002852","EL PASO, TX  (28)","EDI Order","NWSHS0280369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002295","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"183","101793","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002853","WESTBROOK, CT (29)","EDI Order","NWSHS0290369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002296","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"184","101795","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002854","EDINBURGH, IN  (30)","EDI Order","NWSHS0300369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002297","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"185","101797","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002856","TUSCOLA, IL  (32)","EDI Order","NWSHS0320369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002298","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"186","101799","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002857","ST. AUGUSTINE, FL  (","EDI Order","NWSHS0330369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002299","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"187","101801","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002858","KANSAS CITY,  KS  (3","EDI Order","NWSHS0340369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002300","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"188","101803","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002859","TUCSON, AZ  (35)","EDI Order","NWSHS0350369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002301","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"189","101805","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002860","CENTRALIA, WA (36)","EDI Order","NWSHS0360369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002302","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"190","101807","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002861","FOLEY, AL  (37)","EDI Order","NWSHS0370369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002303","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"191","101809","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002863","ELLENTON, FL  (39)","EDI Order","NWSHS0390369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002304","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"192","101811","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002865","BIRMINGHAM, AL (41)","EDI Order","NWSHS0410369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002305","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"193","101813","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002866","BIRCH RUN, MI (43)","EDI Order","NWSHS0430369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002306","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"194","101815","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002868","GURNEE, IL (45)","EDI Order","NWSHS0450369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002307","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
